ticker,date,close,open,high,low,volume,pct_chg,open_to_close,gap_pct,intraday_range_pct,rel_vol_20_t1,rel_vol_50_t1,vol_5d_over_20_t1,intraday_range_pct_t1,close_vs_ma20_t1,close_vs_ma50_t1,close_vs_ma200_t1,prox_52w_high_t1,prox_52w_low_t1,ret_3d_t1,ret_5d_t1,ret_10d_t1,ret_20d_t1,atr_5_pct_t1,atr_20_pct_t1,atr_5_over_20_t1,boll_width_t1,consec_up_t1,consec_dn_t1,consol_range_10_t1,close_t1,price_bucket_t1,t1_close_pct,t1_open_gap_pct,t2_close_pct,t3_close_pct,t4_close_pct,t5_close_pct,fwd_5d_close_pct,fwd_5d_max_pct,dow,rel_vol_today,cont_score
ASPI,2026-05-11,6.21999979019165,5.619999885559082,6.5,5.510000228881836,9776700.0,0.15613376540569535,0.1067615510410068,0.044609621935501484,0.18401482343110387,0.6115228877119845,0.536495008300347,0.7396059119504776,0.04315197417743352,1.0187464723102124,1.0664869571151872,0.7821386721330622,0.38291815241317273,1.321867294232766,0.04873294238264281,0.04466019705133162,0.00560751595198572,0.2008928775749339,0.06208176817595964,0.08903345021456785,0.6972858855446409,0.15375963821798352,1.0,0.0,0.13197026450635213,5.380000114440918,$5-20,-0.045016035758188355,-0.03697749627518876,,,,,,,0,2.0339076772925986,3
BEEP,2026-05-11,2.2200000286102295,1.8200000524520874,2.2799999713897705,1.7599999904632568,179800.0,0.22651939159791823,0.21978020034627022,0.005524922645682318,0.2872928162240555,0.7655677655677655,0.6881791241356602,1.156043956043956,0.021505419760580322,0.9038701347987692,0.7876071290327721,0.6329677122455667,0.4852546738670356,1.0,-0.037234070547677245,-0.010929016211355558,-0.1772727711141593,-0.16203709682564438,0.07370167907277564,0.0881491966874306,0.8361015396897534,0.2671199796051509,0.0,1.0,0.18784539410855816,1.809999942779541,$1-5,-0.12162161146256367,-0.03153150105435787,,,,,,,0,0.007575649368610916,3
AMPG,2026-05-11,2.680000066757202,2.2100000381469727,2.700000047683716,2.200000047683716,1774400.0,0.21818182212262105,0.21266969253281653,0.004545450112051311,0.2272727223467237,1.3298223874432054,1.2094698919197118,1.3358529533250723,0.06074771405057437,1.0786957831533046,0.9786477134416198,0.7195599549621857,0.46511628727533333,1.2500000338662756,-0.03083697525593232,0.07317077992999343,0.12820512507010418,0.19565217813832536,0.07318184433889725,0.06161364237582375,1.187753905093147,0.2425095372900024,1.0,0.0,0.19999996748837628,2.200000047683716,$1-5,0.007462679264300887,-0.011194018896451219,,,,,,,0,0.10184122319665732,3
AERG,2026-05-11,1.5800000429153442,1.2899999618530273,1.6200000047683716,1.2799999713897705,167700.0,0.1879699187467716,0.22480627103720588,-0.030075247948591937,0.2556391145923011,0.45930701047542305,0.3982274387687886,0.6324392770806953,0.07352942852206691,1.0281385574101123,1.0499060931594502,0.8644664976610823,0.6186046436840038,1.3571428745203042,0.023076993614966845,-0.019896794798644812,-0.014814800424667651,0.2090909218985184,0.061654146255811115,0.07477443451999753,0.824535105502168,0.39541993176148243,0.0,2.0,0.08270677500430453,1.3300000429153442,$1-5,-0.08227847575988567,-0.01265829088137238,,,,,,,0,0.02682345941052369,3
AEHL,2026-05-11,1.4299999475479126,1.1699999570846558,1.690000057220459,1.059999942779541,50644400.0,0.19166657560401856,0.2222222222222222,-0.025000074505803008,0.525000074505803,19.704620016116195,47.18394990363274,3.945211057322535,4.470588145921523,1.8691589565961806,0.912131386035024,0.13055175099460284,0.046189379092668806,2.4489796414865834,1.4000000953674316,1.352941313966888,1.3076924840374171,0.11111111111111116,0.4066666252745539,0.15499998758236616,2.623655857123559,1.1650293247939005,2.0,0.0,0.5916666749450892,1.2000000476837158,$1-5,0.594335774567389,-0.14335659526252265,,,,,,,0,7.9840396769774875,3
AAOI,2026-05-11,184.89999389648438,152.25999450683594,190.9600067138672,150.5399932861328,16518400.0,0.2414394445120609,0.2143701600369033,0.022290801739014265,0.2713845358209646,1.973756202837537,1.6016068328318533,1.1882204980508082,0.21770867906927102,0.9472897698994216,1.1880793391545326,2.4230792906474705,0.81161793308134,7.641867839430015,-0.17516754499555343,-0.18838206691866,-0.08158103149114138,-0.0110226002312932,0.150637807947028,0.12786153514848786,1.1781323270684154,0.34576576838386375,0.0,3.0,0.3105277241968287,148.94000244140625,$50-200,-0.010762521904079114,-0.0373174371241316,,,,,,,0,,3
TH,2026-05-11,18.079999923706055,16.28499984741211,18.229999542236328,15.699999809265137,5034600.0,0.17938682411520723,0.11022413835510066,0.06229614667050708,0.1650358607672817,0.6266395637901908,0.7831488678027546,0.8559381395157192,0.028449994813733184,1.0324622858432158,1.2826519859283094,1.7114236968968186,0.9641509617295886,2.464630295949529,-0.020447265343401355,0.04427790224916417,0.07578946833024935,0.06016596703070065,0.03574691113410104,0.04198304537511501,0.8514606507151965,0.15492821010184651,1.0,0.0,0.104370540732718,15.329999923706055,$5-20,-0.024889422833980435,0.0,,,,,,,0,0.5310974481693813,3
ELTX,2026-05-11,11.609999656677246,10.199999809265137,12.800000190734863,10.199999809265137,335200.0,0.17154387845011665,0.13823528174298008,0.029263366934234387,0.26236129379443823,0.8268165206114669,0.7808788598574822,0.8478799072582229,0.06293697765848857,0.8770687554196496,0.8747771047449014,1.0140653675764548,0.7160404435081653,1.3143235938394662,-0.06421154819432262,-0.0781395490779433,-0.15226687740503986,-0.02364529853577635,0.06853683069095294,0.08685671731245143,0.789079219335495,0.33450251507103396,0.0,4.0,0.14631683467117193,9.90999984741211,$5-20,-0.07924204164509396,0.03359176183079837,,,,,,,0,0.01182982061215203,3
ALMU,2026-05-11,28.18000030517578,23.93000030517578,30.200000762939453,23.5,2053400.0,0.1544449193498605,0.17760133496867422,-0.019664053471397974,0.2744777060557733,0.46806934756630664,0.8401219204666308,0.7995204770794916,0.05632041802844758,1.1999950792013236,1.4706059449854951,1.47180380403621,0.8587511170655133,2.2749301853487887,-0.10831050785709184,-0.04573886160217133,0.27102316815326644,1.2685872981574056,0.1596149202953304,0.13571076866697349,1.1761404187976883,0.8083126587069681,1.0,0.0,0.3897992400297862,24.40999984741211,$20-50,-0.03754079005113964,-0.03415541547575829,,,,,,,0,0.323008665107781,2
AGPU,2026-05-11,6.659999847412109,5.550000190734863,6.769999980926514,5.309999942779541,512800.0,0.1746031318865966,0.1999999312667183,-0.021164000695660833,0.25749559409199607,0.05167806107119702,0.05876328107692883,0.07320109850142056,0.07035169417372863,1.0561609682182855,1.6125362906124365,0.8892426976860212,0.3150000042385525,4.021276745048608,0.04419894208887176,0.027173930414082115,-0.14608430868915812,0.4246231279199537,0.09566137060658059,0.17895941771035417,0.5345422544982155,1.0457076678848594,0.0,1.0,0.25749559409199607,5.670000076293945,$5-20,0.015015072636763493,-0.009009000623754537,,,,,,,0,0.026034967510030888,2
LICN,2026-05-11,8.020000457763672,6.639999866485596,8.399999618530273,6.639999866485596,65900.0,0.16569772156397589,0.20783141852809703,-0.03488375638999901,0.255813913193183,2.4520795660036168,2.2707989103737773,0.9948161543098252,0.1414141657400854,1.3086067728389907,1.5608410529948795,1.809034680342925,1.0,2.4397164103934608,0.5816092563850415,0.49565222979944124,0.20701760432653615,1.1567398091007135,0.11598837737169303,0.12234739235921141,0.9480249242350148,0.6831185969150698,4.0,0.0,0.4404069999139198,6.880000114440918,$5-20,0.10972557488007717,0.01371566713200889,,,,,,,0,0.05300130122617988,2
CLFD,2026-05-11,46.72999954223633,40.5,46.75,39.72999954223633,877700.0,0.16708287896453644,0.15382714919102045,0.01148848836050527,0.1753246827484798,4.1488100665633265,5.468684270621748,1.8713412966171241,0.0970925373881525,1.3187320103416773,1.3649783115998684,1.2829570470641336,1.0,1.5400000352125902,0.343173486509875,0.36051649678323683,0.32714619868326555,0.4742268461147463,0.07527471250197451,0.05221028546777581,1.4417602169295562,0.41711102232971903,4.0,0.0,0.303946048901674,40.040000915527344,$20-50,-0.06120266720239509,-0.023539449708893656,,,,,,,0,0.06953841159800879,2
BZH,2026-05-11,25.15999984741211,25.299999237060547,25.600000381469727,24.100000381469727,5545500.0,0.3404368265215145,-0.005533572880245793,0.3478955045307912,0.07991475564293703,0.8204551195205401,0.8585145032005075,1.4381042044593446,0.04401501512415939,0.8895102526780265,0.8923138574236986,0.8314005178037553,0.6768842685761521,1.0410426923425615,0.02288828706064061,-0.09015990201978341,-0.16391982984921494,-0.13462425100953612,0.06627596336346138,0.05490144383341093,1.2071806993740362,0.312797376978852,1.0,0.0,0.23601482630730608,18.770000457763672,$5-20,-0.053656613261410024,-0.01987281411098374,,,,,,,0,0.04569057872757291,2
SOHOO,2026-05-11,18.59000015258789,18.59000015258789,18.59000015258789,18.59000015258789,100.0,0.463779561557613,0.0,0.463779561557613,0.0,0.2597402597402597,0.0495785820525533,0.1038961038961039,0.0,0.8994493530780511,0.8045918680279271,0.7974432972997847,0.6645734905097681,1.2985685231104644,0.15454543720592162,0.15454543720592162,-0.3315789574070981,-0.21894221214666687,0.028661427965861463,0.11149606721977275,0.257062232602036,0.925660946732962,0.0,1.0,0.23464571186344585,12.699999809265137,$5-20,-0.16621840383135955,-0.16621840383135955,,,,,,,0,6.900798237414676e-06,2
